ID	Start	End	Text
11588-9	549153	549161	интимным
11588-10	549162	549169	голосом
11588-11	549170	549173	мне
11588-12	549174	549178	грит
11588-13	549183	549186	вот
11588-14	549187	549193	сейчас
11588-15	549194	549198	дети
11588-16	549199	549204	уснут
11588-17	549206	549208	мы
11588-18	549209	549215	знаешь
11588-19	549216	549219	чем
11588-20	549220	549228	займемся
11589-0	549231	549232	Я
11589-1	549233	549238	такой
11589-2	549239	549243	весь
11589-3	549244	549245	в
11589-4	549246	549258	предвкушении
11589-5	549259	549266	чего-то
11589-6	549267	549277	необычного
11589-7	549278	549287	спрашиваю
11589-8	549290	549293	Чем
11590-0	549296	549299	Она
11590-1	549300	549311	наклоняется
11590-2	549312	549313	и
11590-3	549314	549321	шепотом
11590-4	549322	549325	мне
11590-5	549326	549328	на
11590-6	549329	549332	ухо
11590-7	549335	549340	пшшшш
11590-8	549341	549344	шшш
11590-9	549345	549350	пшпшш
11590-10	549351	549353	шш
11590-11	549354	549358	пшшш
11591-0	549360	549363	Она
11591-1	549364	549369	знает
11591-2	549371	549374	что
11591-3	549375	549379	меня
11591-4	549380	549387	веселит
11591-5	549388	549396	польский
11592-0	549399	549403	Жена
11592-1	549404	549411	готовит
11592-2	549412	549419	яичницу
11592-3	549420	549422	на
11592-4	549423	549430	завтрак
11593-0	549432	549437	Вдруг
11593-1	549438	549440	на
11593-2	549441	549446	кухну
11593-3	549447	549454	вбегает
11593-4	549455	549458	муж
11593-5	549462	549471	Осторожно
11593-6	549475	549477	он
11593-7	549478	549485	говорит
11593-8	549489	549498	ОСТОРОЖНО
11594-0	549500	549506	Положи
11594-1	549507	549513	больше
11594-2	549514	549519	масла
11595-0	549521	549525	Боже
11595-1	549526	549529	мой
11596-0	549531	549533	Ты
11596-1	549534	549540	жаришь
11596-2	549541	549546	очень
11596-3	549547	549552	много
11596-4	549553	549556	яиц
11596-5	549557	549562	сразу
11597-0	549564	549571	СЛИШКОМ
11597-1	549572	549577	МНОГО
11598-0	549581	549590	Переверни
11598-1	549591	549593	их
11599-0	549595	549604	ПЕРЕВЕРНИ
11599-1	549605	549607	ИХ
11599-2	549608	549613	ПРЯМО
11599-3	549614	549620	СЕЙЧАС
11600-0	549624	549629	Нужно
11600-1	549630	549636	больше
11600-2	549637	549642	масла
11601-0	549644	549645	О
11601-1	549646	549650	Боже
11601-2	549651	549654	мой
11602-0	549656	549659	ГДЕ
11602-1	549660	549663	нам
11602-2	549664	549669	взять
11602-3	549670	549676	БОЛЬШЕ
11602-4	549677	549682	МАСЛА
11603-0	549684	549690	Сейчас
11603-1	549691	549694	они
11603-2	549695	549704	ПРИЛИПНУТ
11604-0	549708	549717	Осторожно
11605-0	549719	549728	ОСТОРОЖНО
11606-0	549730	549731	Я
11606-1	549732	549738	сказал
11606-2	549741	549750	Осторожно
11607-0	549752	549754	Ты
11607-1	549755	549762	НИКОГДА
11607-2	549763	549767	меня
11607-3	549768	549770	не
11607-4	549771	549779	слушаешь
11607-5	549780	549785	когда
11607-6	549786	549792	делаеш
11607-7	549793	549800	яичницу
11608-0	549804	549811	НИКОГДА
11609-0	549816	549825	Переверни
11609-1	549826	549828	их
11610-0	549830	549836	БЫСТРО
11611-0	549840	549842	Да
11611-1	549843	549845	ты
11611-2	549846	549849	что
11611-3	549851	549862	психованная
11612-0	549866	549868	Ты
11612-1	549869	549875	совсем
11612-2	549876	549883	спятила
11613-0	549887	549889	Не
11613-1	549890	549896	забудь
11613-2	549897	549905	посолить
11614-0	549907	549909	Ты
11614-1	549910	549916	всегда
11614-2	549917	549926	забываешь
11614-3	549927	549935	посолить
11615-0	549937	549946	Используй
11615-1	549947	549951	СОЛЬ
11616-0	549953	549962	ИСПОЛЬЗУЙ
11616-1	549963	549967	СОЛЬ
11617-0	549969	549981	С-О-О-О-О-ЛЬ
11618-0	549985	549989	Жена
11618-1	549990	549999	удивленно
11618-2	550000	550007	смотрит
11618-3	550008	550010	на
11618-4	550011	550015	мужа
11618-5	550019	550021	Да
11618-6	550022	550025	что
11618-7	550026	550027	с
11618-8	550028	550033	тобой
11618-9	550034	550041	сегодня
11619-0	550044	550046	Ты
11619-1	550047	550054	думаешь
11619-2	550055	550056	я
11619-3	550057	550059	не
11619-4	550060	550061	в
11619-5	550062	550071	состоянии
11619-6	550072	550083	приготовить
11619-7	550084	550096	элементарную
11619-8	550097	550104	яичницу
11620-0	550106	550109	Муж
11620-1	550110	550118	спокойно
11620-2	550119	550128	объясняет
11620-3	550132	550133	Я
11620-4	550134	550141	удивлен
11620-5	550143	550146	как
11620-6	550147	550149	ты
11620-7	550150	550164	самостоятельно
11620-8	550165	550171	дышать
11620-9	550172	550174	то
11620-10	550175	550181	можешь
11620-11	550183	550188	пизда
11620-12	550189	550194	тупая
11620-13	550195	550197	:)
11621-0	550201	550207	Сталин
11621-1	550208	550212	умер
11621-2	550213	550214	и
11621-3	550215	550220	попал
11621-4	550221	550223	на
11621-5	550224	550230	небеса
11622-0	550232	550240	Подходит
11622-1	550241	550242	к
11622-2	550243	550249	вратам
11622-3	550251	550252	а
11622-4	550253	550256	там
11622-5	550257	550264	апостол
11622-6	550265	550269	Пётр
11622-7	550270	550272	со
11622-8	550273	550280	списком
11623-0	550282	550287	Иосиф
11623-1	550288	550295	говорит
11623-2	550299	550302	Вот
11623-3	550303	550304	я
11623-4	550305	550309	умер
11623-5	550311	550317	можешь
11623-6	550318	550327	проверить
11623-7	550329	550333	если
11623-8	550334	550337	мне
11623-9	550338	550339	к
11623-10	550340	550343	вам
11624-0	550345	550352	Апостол
11624-1	550353	550361	проверил
11624-2	550363	550370	Сталина
11624-3	550371	550372	в
11624-4	550373	550379	списке
11624-5	550380	550384	нету
11625-0	550386	550393	Говорит
11625-1	550394	550397	ему
11625-2	550400	550402	Не
11625-3	550404	550409	чувак
11625-4	550411	550415	тебе
11625-5	550416	550417	в
11625-6	550418	550420	ад
11625-7	550421	550423	по
11625-8	550424	550428	ходу
11626-0	550430	550436	Сталин
11626-1	550437	550442	пошел
11626-2	550443	550444	в
11626-3	550445	550447	ад
11626-4	550449	550457	подходит
11626-5	550458	550459	к
11626-6	550460	550466	вратам
11626-7	550468	550469	а
11626-8	550470	550473	там
11626-9	550474	550480	Сатана
11626-10	550481	550483	со
11626-11	550484	550491	списком
11627-0	550493	550497	Тоже
11627-1	550498	550504	просит
11627-2	550505	550514	проверить
11628-0	550516	550522	Сатана
11628-1	550523	550530	смотрит
11628-2	550531	550537	список
11628-3	550538	550539	и
11628-4	550540	550547	говорит
11628-5	550551	550553	Не
11628-6	550555	550560	мужик
11628-7	550562	550566	нету
11628-8	550567	550571	тебя
11629-0	550573	550577	Тебе
11629-1	550579	550585	короче
11629-2	550587	550591	надо
11629-3	550592	550594	на
11629-4	550595	550607	реинкарнацию
11630-0	550609	550611	Но
11630-1	550612	550624	переродиться
11630-2	550625	550627	ты
11630-3	550628	550634	можешь
11630-4	550635	550639	либо
11630-5	550640	550641	в
11630-6	550642	550647	немца
11630-7	550649	550653	либо
11630-8	550654	550655	в
11630-9	550656	550664	таракана
11631-0	550666	550673	Выбирай
11632-0	550675	550681	Сталин
11632-1	550682	550689	подумал
11632-2	550691	550692	и
11632-3	550693	550699	выбрал
11632-4	550700	550705	немца
11633-0	550707	550708	И
11633-1	550709	550712	вот
11633-2	550713	550715	он
11633-3	550716	550719	уже
11633-4	550720	550725	сидит
11633-5	550726	550727	в
11633-6	550728	550732	пабе
11633-7	550734	550739	рядом
11633-8	550740	550746	другие
11633-9	550747	550752	немцы
11634-0	550754	550759	Иосиф
11634-1	550760	550770	спрашивает
11634-2	550772	550775	мол
11634-3	550777	550779	че
11634-4	550780	550783	тут
11634-5	550784	550790	делать
11634-6	550791	550795	надо
11635-0	550797	550800	Они
11635-1	550801	550804	ему
11635-2	550805	550812	говорят
11635-3	550816	550819	Вот
11635-4	550820	550822	мы
11635-5	550823	550830	сосиски
11635-6	550831	550837	хаваем
11635-7	550839	550840	и
11635-8	550841	550843	ты
11635-9	550844	550847	так
11635-10	550848	550853	делай
11636-0	550857	550859	Но
11636-1	550860	550861	я
11636-2	550862	550864	не
11636-3	550865	550869	умею
11637-0	550873	550879	Ничего
11637-1	550880	550888	сложного
11637-2	550890	550894	съел
11637-3	550895	550902	парочку
11637-4	550903	550906	под
11637-5	550907	550912	пивко
11637-6	550913	550914	и
11637-7	550915	550918	все
11638-0	550920	550922	Ну
11638-1	550923	550928	Иосиф
11638-2	550929	550934	давай
11638-3	550935	550945	запихивать
11638-4	550946	550949	эти
11638-5	550950	550957	сосиски
11638-6	550958	550960	по
11638-7	550961	550966	сасые
11638-8	550967	550973	гланды
11638-9	550975	550985	проглотить
11638-10	550986	550988	не
11638-11	550989	550994	может
11638-12	550995	551001	пиздец
11638-13	551003	551009	пивком
11638-14	551010	551018	запивает
11638-15	551020	551024	очко
11638-16	551025	551031	трещит
11638-17	551032	551034	по
11638-18	551035	551039	швам
11638-19	551041	551043	но
11638-20	551044	551053	чувствует
11638-21	551054	551057	что
11638-22	551058	551065	сосиски
11638-23	551066	551071	почти
11638-24	551072	551077	вошли
11638-25	551079	551083	съел
11638-26	551084	551091	капусты
11638-27	551092	551100	квашеной
11638-28	551101	551103	на
11638-29	551104	551112	последок
11638-30	551113	551114	и
11638-31	551115	551122	наконец
11638-32	551123	551125	то
11638-33	551126	551135	проглотил
11639-0	551137	551140	Тут
11639-1	551141	551147	Сталин
11639-2	551148	551158	подымается
11639-3	551159	551160	и
11639-4	551161	551174	расстреливает
11639-5	551175	551179	всех
11639-6	551180	551181	с
11639-7	551182	551189	маузера
11640-0	551191	551195	Один
11640-1	551196	551201	немец
11640-2	551202	551204	на
11640-3	551205	551214	последнем
11640-4	551215	551221	вздохе
11640-5	551222	551232	спрашивает
11640-6	551236	551239	Что
11640-7	551240	551241	с
11640-8	551242	551247	тобой
11641-0	551251	551254	Итс
11641-1	551255	551262	самсинг
11641-2	551263	551269	инсайд
11641-3	551270	551272	ми
11641-4	551274	551277	итс
11641-5	551278	551282	хард
11641-6	551283	551285	ту
11641-7	551286	551294	эксплейн
11642-0	551299	551307	Приходит
11642-1	551308	551313	вождь
11642-2	551314	551320	народа
11642-3	551321	551329	Тласкала
11642-4	551330	551339	заключать
11642-5	551340	551343	мир
11642-6	551344	551345	с
11642-7	551346	551354	Империей
11642-8	551355	551362	Ацтеков
11643-0	551364	551372	Приходит
11643-1	551373	551375	ко
11643-2	551376	551382	дворцу
11643-3	551383	551388	вождя
11643-4	551389	551396	ацтеков
11643-5	551397	551398	в
11643-6	551399	551411	Теночтитлане
11644-0	551413	551420	Заходит
11644-1	551421	551423	во
11644-2	551424	551430	дворец
11644-3	551431	551432	и
11644-4	551433	551440	говорит
11644-5	551443	551444	Я
11644-6	551445	551451	пришёл
11644-7	551452	551453	с
11644-8	551454	551459	миром
11645-0	551461	551469	Опустите
11645-1	551470	551476	оружие
11646-0	551478	551483	Вождь
11646-1	551484	551492	приказал
11646-2	551493	551499	воинам
11646-3	551500	551508	опустить
11646-4	551509	551515	оружие
11647-0	551517	551522	Через
11647-1	551523	551532	несколько
11647-2	551533	551538	часов
11647-3	551539	551542	мир
11647-4	551543	551546	был
11647-5	551547	551555	заключён
11647-6	551556	551557	и
11647-7	551558	551563	вождь
11647-8	551564	551572	Тласкала
11647-9	551573	551583	спрашивает
11647-10	551584	551589	вождя
11647-11	551590	551597	ацтеков
11647-12	551600	551603	Это
11647-13	551604	551607	ваш
11647-14	551608	551613	ягуар
11647-15	551614	551615	у
11647-16	551616	551621	входа
11647-17	551622	551627	стоит
11648-0	551630	551632	Да
11648-1	551634	551637	мой
11649-0	551640	551645	Можно
11649-1	551646	551647	я
11649-2	551648	551653	допью
11650-0	551658	551664	Сталин
11650-1	551665	551669	умер
11650-2	551670	551671	и
11650-3	551672	551677	попал
11650-4	551678	551680	на
11650-5	551681	551687	небеса
11651-0	551689	551697	Подходит
11651-1	551698	551699	к
11651-2	551700	551706	вратам
11651-3	551708	551709	а
11651-4	551710	551713	там
11651-5	551714	551721	апостол
11651-6	551722	551726	Пётр
11651-7	551727	551729	со
11651-8	551730	551737	списком
11652-0	551739	551744	Иосиф
11652-1	551745	551752	говорит
11652-2	551756	551759	Вот
11652-3	551760	551761	я
11652-4	551762	551766	умер
11652-5	551768	551774	можешь
11652-6	551775	551784	проверить
11652-7	551786	551790	если
11652-8	551791	551794	мне
11652-9	551795	551796	к
11652-10	551797	551800	вам
11653-0	551802	551809	Апостол
11653-1	551810	551818	проверил
11653-2	551820	551827	Сталина
11653-3	551828	551829	в
11653-4	551830	551836	списке
11653-5	551837	551841	нету
11654-0	551843	551850	Говорит
11654-1	551851	551854	ему
11654-2	551857	551859	Не
11654-3	551861	551866	чувак
11654-4	551868	551872	тебе
11654-5	551873	551874	в
11654-6	551875	551877	ад
11654-7	551878	551880	по
11654-8	551881	551885	ходу
11655-0	551887	551893	Сталин
11655-1	551894	551899	пошел
11655-2	551900	551901	в
11655-3	551902	551904	ад
11655-4	551906	551914	подходит
11655-5	551915	551916	к
11655-6	551917	551923	вратам
11655-7	551925	551926	а
11655-8	551927	551930	там
11655-9	551931	551937	Сатана
11655-10	551938	551940	со
11655-11	551941	551948	списком
11656-0	551950	551954	Тоже
11656-1	551955	551961	просит
11656-2	551962	551971	проверить
11657-0	551973	551979	Сатана
11657-1	551980	551987	смотрит
11657-2	551988	551994	список
11657-3	551995	551996	и
11657-4	551997	552004	говорит
11657-5	552007	552014	Капитан
11657-6	552016	552019	что
11657-7	552020	552021	с
11657-8	552022	552025	ним
11657-9	552026	552032	делать
11658-0	552034	552037	Его
11658-1	552038	552041	нет
11658-2	552042	552043	в
11658-3	552044	552050	списке
11659-0	552053	552054	В
11659-1	552055	552061	бездну
11659-2	552062	552068	список
11659-3	552070	552075	давай
11659-4	552076	552079	его
11659-5	552080	552082	на
11659-6	552083	552088	плаху
11660-0	552091	552094	Мне
11660-1	552095	552100	очень
11660-2	552101	552105	жаль
11660-3	552107	552109	мы
11660-4	552110	552116	вернем
11660-5	552117	552121	твои
11660-6	552122	552129	останки
11660-7	552130	552131	в
11660-8	552132	552138	Грузию
11661-0	552141	552144	Иди
11661-1	552145	552147	за
11661-2	552148	552157	капитаном
11662-0	552160	552167	Ульфрик
11662-1	552168	552179	Буревестник
11662-2	552181	552186	здесь
11662-3	552188	552189	в
11662-4	552190	552197	Хелгене
11662-5	552199	552203	тебя
11662-6	552204	552210	кто-то
11662-7	552211	552216	зовет
11662-8	552217	552223	героем
11662-9	552225	552227	но
11662-10	552228	552233	герой
11662-11	552234	552236	не
11662-12	552237	552243	станет
11662-13	552244	552256	использовать
11662-14	552257	552260	дар
11662-15	552261	552267	голоса
11662-16	552269	552274	чтобы
11662-17	552275	552280	убить
11662-18	552281	552287	короля
11662-19	552288	552289	и
11662-20	552290	552302	узурпировать
11662-21	552303	552307	трон
11663-0	552310	552312	Вы
11663-1	552313	552319	начали
11663-2	552320	552323	эту
11663-3	552324	552329	войну
11663-4	552330	552331	и
11663-5	552332	552341	погрузили
11663-6	552342	552349	Скайрим
11663-7	552350	552351	в
11663-8	552352	552356	хаос
11663-9	552358	552364	теперь
11663-10	552365	552372	Империя
11663-11	552373	552380	воздаст
11663-12	552381	552384	вам
11663-13	552385	552387	по
11663-14	552388	552396	заслугам
11663-15	552397	552398	и
11663-16	552399	552410	восстановит
11663-17	552411	552414	мир
11664-0	552419	552422	Что
11664-1	552423	552426	это
11664-2	552427	552431	было
11665-0	552434	552440	Ничего
11665-1	552442	552452	продолжаем
11666-0	552455	552457	Да
11666-1	552459	552466	генерал
11666-2	552467	552473	Туллий
11667-0	552476	552485	Подготовь
11667-1	552486	552488	их
11667-2	552489	552490	в
11667-3	552491	552500	последний
11667-4	552501	552505	путь
11668-0	552510	552511	И
11668-1	552512	552516	ныне
11668-2	552517	552519	же
11668-3	552520	552528	вверяемы
11668-4	552529	552533	души
11668-5	552534	552538	ваши
11668-6	552539	552547	Этериусу
11668-7	552549	552550	и
11668-8	552551	552553	да
11668-9	552554	552562	прибудет
11668-10	552563	552564	с
11668-11	552565	552569	вами
11669-0	552574	552576	Во
11669-1	552577	552580	имя
11669-2	552581	552587	Талоса
11669-3	552588	552596	могучего
11669-4	552598	552606	заткнись
11669-5	552607	552608	и
11669-6	552609	552614	давай
11669-7	552615	552616	к
11669-8	552617	552621	делу
11670-0	552624	552627	Как
11670-1	552628	552635	скажете
11671-0	552638	552639	Я
11671-1	552640	552643	что
11671-2	552645	552648	все
11671-3	552649	552653	утро
11671-4	552654	552659	ждать
11671-5	552660	552664	буду
11672-0	552667	552670	Мои
11672-1	552671	552677	предки
11672-2	552678	552687	улыбаются
11672-3	552689	552694	глядя
11672-4	552695	552697	на
11672-5	552698	552702	меня
11672-6	552703	552710	имперцы
11672-7	552712	552713	а
11672-8	552714	552718	ваши
11672-9	552721	552730	улыбаются
11672-10	552731	552734	вам
11673-0	552737	552746	Имперские
11673-1	552747	552754	ублюдки
11674-0	552757	552764	Поделом
11675-0	552767	552773	Смерть
11675-1	552774	552781	братьям
11675-2	552782	552786	бури
11676-0	552789	552792	Жил
11676-1	552793	552796	без
11676-2	552797	552803	страха
11676-3	552804	552805	и
11676-4	552806	552810	умер
11676-5	552811	552814	без
11676-6	552815	552821	страха
11677-0	552826	552835	Следующий
11677-1	552838	552844	усатый
11678-0	552847	552852	Опять
11678-1	552853	552855	то
11678-2	552856	552858	же
11678-3	552859	552864	самое
11679-0	552866	552873	Слышите
11680-0	552876	552885	Следующий
11680-1	552886	552892	говорю
11681-0	552895	552898	Иди
11681-1	552899	552900	к
11681-2	552901	552906	плахе
11681-3	552908	552912	твоя
11681-4	552913	552920	очередь
11682-0	552923	552926	Это
11682-1	552927	552930	что
11682-2	552931	552934	еще
11682-3	552935	552940	такое
11682-4	552942	552950	Обливион
11682-5	552951	552954	его
11682-6	552955	552961	побери
11683-0	552964	552971	Часовые
11683-1	552973	552976	что
11683-2	552977	552979	вы
11683-3	552980	552986	видите
11684-0	552989	552992	Вон
11684-1	552993	552996	там
11684-2	552998	553000	за
11684-3	553001	553007	тучами
11685-0	553010	553016	Дракон
11686-0	553021	553023	Не
11686-1	553024	553030	стойте
11686-2	553031	553038	столбом
11687-0	553045	553047	По
11687-1	553048	553062	Чернобыльскому
11687-2	553063	553067	лесу
11687-3	553068	553077	огромными
11687-4	553078	553084	шагами
11687-5	553085	553089	идет
11687-6	553090	553097	Красная
11687-7	553098	553105	шапочка
11688-0	553107	553111	Рост
11688-1	553112	553117	около
11688-2	553119	553123	трех
11688-3	553124	553130	метров
11688-4	553132	553136	нога
11688-5	553137	553139	49
11688-6	553140	553147	размера
11688-7	553149	553153	руки
11688-8	553154	553156	до
11688-9	553157	553162	колен
11688-10	553164	553170	голова
11688-11	553171	553174	как
11688-12	553175	553180	тыква
11688-13	553182	553187	груди
11688-14	553189	553199	разбросаны
11688-15	553200	553202	по
11688-16	553203	553208	всему
11688-17	553209	553213	телу
11689-0	553215	553224	Навстречу
11689-1	553225	553229	волк
11690-0	553231	553234	Она
11690-1	553235	553240	берет
11690-2	553241	553244	его
11690-3	553245	553247	за
11690-4	553248	553251	уши
11690-5	553252	553253	и
11690-6	553255	553264	поднимает
11690-7	553265	553266	к
11690-8	553267	553273	своему
11690-9	553274	553278	лицу
11691-0	553280	553286	Сиплым
11691-1	553287	553294	голосом
11691-2	553296	553298	но
11691-3	553299	553305	громко
11692-0	553310	553318	Наверное
11692-1	553319	553321	ты
11692-2	553322	553327	хотел
11692-3	553328	553332	меня
11692-4	553333	553340	сожрать
11693-0	553345	553348	Нет
11693-1	553350	553353	нет
11693-2	553355	553356	я
11693-3	553357	553369	вегетарианец
11694-0	553375	553384	взмолился
11694-1	553385	553388	тот
11695-0	553393	553398	Может
11695-1	553399	553403	быть
11695-2	553404	553412	трахнуть
11695-3	553413	553417	меня
11695-4	553418	553423	хотел
11696-0	553428	553433	Упаси
11696-1	553434	553437	бог
11696-2	553439	553440	я
11696-3	553441	553444	гей
11697-0	553449	553452	Она
11697-1	553453	553461	медленно
11697-2	553462	553470	опускает
11697-3	553471	553476	волка
11697-4	553477	553479	на
11697-5	553480	553487	уровень
11697-6	553488	553493	пояса
11698-0	553498	553503	Тогда
11698-1	553504	553508	соси
11698-2	553509	553512	хуй
11699-0	553517	553524	Родился
11699-1	553525	553532	ребенок
11700-0	553536	553537	И
11700-1	553538	553543	сходу
11700-2	553544	553550	выдает
11700-3	553551	553557	врачам
11700-4	553558	553559	в
11700-5	553560	553567	роддоме
11700-6	553571	553578	Давайте
11700-7	553579	553580	я
11700-8	553581	553584	вам
11700-9	553585	553589	решу
11700-10	553590	553600	квадратное
11700-11	553601	553610	уравнение
11701-0	553614	553619	Давай
11702-0	553622	553625	Бля
11702-1	553627	553629	не
11702-2	553630	553634	умею
11703-0	553637	553642	Кароч
11703-1	553644	553653	советский
11703-2	553654	553659	ларек
11703-3	553661	553669	подходит
11703-4	553670	553674	туда
11703-5	553675	553680	мужик
11703-6	553681	553682	и
11703-7	553683	553690	говорит
11703-8	553691	553701	продавщице
11703-9	553703	553706	мол
11703-10	553707	553711	хочу
11703-11	553712	553715	вот
11703-12	553716	553725	пиздятины
11704-0	553727	553729	Ну
11704-1	553730	553740	продавщица
11704-2	553741	553747	охуела
11704-3	553749	553761	переспросила
11704-4	553763	553765	ну
11704-5	553766	553768	ок
11704-6	553769	553773	типа
11704-7	553775	553779	если
11704-8	553780	553785	хочет
11704-9	553787	553794	сделаем
11705-0	553796	553802	Значит
11705-1	553803	553808	берет
11705-2	553809	553815	кружку
11705-3	553816	553817	и
11705-4	553818	553822	ссыт
11705-5	553823	553824	в
11705-6	553825	553828	нее
11705-7	553830	553832	но
11705-8	553833	553835	не
11705-9	553836	553838	до
11705-10	553839	553844	конца
11706-0	553846	553850	Идет
11706-1	553851	553854	она
11706-2	553855	553856	к
11706-3	553857	553862	своей
11706-4	553863	553872	помошнице
11706-5	553874	553882	ситуацию
11706-6	553883	553892	объясняет
11706-7	553894	553901	вообщем
11706-8	553902	553909	подруга
11706-9	553910	553914	тоже
11706-10	553915	553919	туда
11706-11	553920	553924	ссыт
11707-0	553926	553928	Но
11707-1	553929	553935	кружка
11707-2	553936	553939	все
11707-3	553940	553945	равно
11707-4	553946	553948	не
11707-5	553949	553955	полная
11707-6	553957	553960	они
11707-7	553961	553965	идут
11707-8	553966	553967	к
11707-9	553968	553978	кладовщику
11707-10	553979	553988	Петровичу
11707-11	553990	553998	ситуацию
11707-12	553999	554002	ему
11707-13	554003	554012	объясняют
11707-14	554014	554016	ну
11707-15	554017	554018	и
11707-16	554019	554022	тот
11707-17	554023	554027	ссыт
11708-0	554029	554032	Все
11708-1	554034	554040	полная
11708-2	554041	554047	кружка
11708-3	554048	554057	набралась
11708-4	554058	554060	ну
11708-5	554061	554062	и
11708-6	554063	554068	несут
11708-7	554069	554073	тому
11708-8	554074	554080	мужику
11709-0	554082	554087	Мужик
11709-1	554088	554096	выпивает
11709-2	554097	554098	и
11709-3	554099	554106	говорит
11709-4	554108	554111	что
11709-5	554112	554115	вот
11709-6	554116	554119	мол
11709-7	554120	554127	хорошая
11709-8	554128	554137	пиздятина
11709-9	554139	554141	ну
11709-10	554142	554149	чего-то
11709-11	554150	554157	хуятины
11709-12	554158	554167	многовато
11710-0	554172	554178	Мастер
11710-1	554180	554187	вытирая
11710-2	554188	554192	руки
11710-3	554194	554199	сдает
11710-4	554200	554206	машину
11710-5	554207	554214	клиенту
11710-6	554215	554216	и
11710-7	554217	554224	попутно
11710-8	554225	554226	с
11710-9	554227	554230	ним
11710-10	554231	554238	болтает
11710-11	554242	554243	А
11710-12	554244	554247	вот
11710-13	554248	554250	вы
11710-14	554251	554254	кем
11710-15	554255	554264	работаете
11711-0	554268	554274	Хирург
11711-1	554276	554284	операции
11711-2	554285	554287	на
11711-3	554288	554294	сердце
11711-4	554295	554302	провожу
11712-0	554308	554309	И
11712-1	554310	554315	много
11712-2	554316	554322	платят
11713-0	554326	554328	20
11713-1	554329	554333	000$
11713-2	554334	554336	за
11713-3	554337	554345	операцию
11714-0	554351	554354	Вот
11714-1	554355	554359	блин
11715-0	554363	554367	ведь
11715-1	554368	554370	по
11715-2	554371	554375	сути
11715-3	554376	554380	одно
11715-4	554381	554382	и
11715-5	554383	554385	то
11715-6	554386	554388	же
11715-7	554389	554395	делаем
11715-8	554397	554399	ты
11715-9	554400	554406	движки
11715-10	554407	554418	перебираешь
11715-11	554419	554420	и
11715-12	554421	554422	я
11715-13	554423	554427	тоже
11716-0	554431	554432	а
11716-1	554433	554436	мне
11716-2	554437	554442	всего
11716-3	554443	554446	300
11716-4	554447	554453	баксов
11716-5	554454	554460	платят
11717-0	554466	554472	Хочешь
11717-1	554473	554476	так
11717-2	554477	554479	же
11717-3	554480	554483	как
11717-4	554484	554485	я
11717-5	554486	554494	получать
11718-0	554498	554505	Конечно
11719-0	554510	554516	Хирург
11719-1	554517	554524	достает
11719-2	554525	554527	из
11719-3	554528	554535	кармана
11719-4	554536	554541	пачку
11719-5	554542	554548	баксов
11719-6	554550	554557	ЗАВОДИТ
11719-7	554558	554564	ДВИЖОК
11720-0	554570	554579	Перебирай
11721-0	554585	554591	Мастер
11721-1	554592	554600	обиделся
11721-2	554602	554609	вспотел
11721-3	554611	554615	ртом
11721-4	554616	554625	беззвучно
11721-5	554626	554633	хлопает
11722-0	554635	554637	Но
11722-1	554638	554640	не
11722-2	554641	554651	растерялся
11723-0	554653	554659	Открыл
11723-1	554660	554665	капот
11723-2	554667	554671	снял
11723-3	554672	554678	крышку
11723-4	554679	554684	блока
11723-5	554685	554694	цилиндров
11723-6	554696	554701	штаны
11723-7	554702	554714	спустил...да
11723-8	554715	554724	ка-а-а-ак
11723-9	554725	554732	обосрет
11723-10	554733	554737	весь
11723-11	554738	554747	двигатель
11724-0	554749	554750	И
11724-1	554751	554758	говорит
11724-2	554759	554766	клиенту
11724-3	554768	554773	гордо
11724-4	554774	554780	задрав
11724-5	554781	554784	нос
11724-6	554785	554786	и
11724-7	554787	554798	придерживая
11724-8	554799	554805	портки
11724-9	554809	554812	Сам
11724-10	554813	554822	перебирай
11725-0	554827	554836	Подбегает
11725-1	554837	554843	мемная
11725-2	554844	554851	женщина
11725-3	554852	554853	к
11725-4	554854	554859	храму
11725-5	554861	554867	кладет
11725-6	554868	554870	на
11725-7	554871	554876	порог
11725-8	554877	554884	ребенка
11725-9	554885	554886	и
11725-10	554887	554894	говорит
11725-11	554896	554897	я
11725-12	554898	554904	просто
11725-13	554905	554912	оставлю
11725-14	554913	554916	это
11725-15	554917	554922	здесь
11726-0	554928	554936	Германия
11726-1	554938	554942	30-е
11726-2	554943	554947	годы
11727-0	554949	554951	По
11727-1	554952	554957	улице
11727-2	554958	554962	идет
11727-3	554963	554968	еврей
11728-0	554970	554975	Вдруг
11728-1	554976	554981	рядом
11728-2	554982	554983	с
11728-3	554984	554987	ним
11728-4	554988	555003	останавливается
11728-5	555004	555010	машина
11728-6	555012	555018	оттуда
11728-7	555019	555026	выходит
11728-8	555027	555030	сам
11728-9	555031	555037	Адольф
11728-10	555038	555044	Гитлер
11728-11	555046	555056	наставляет
11728-12	555057	555059	на
11728-13	555060	555067	бедного
11728-14	555068	555073	еврея
11728-15	555074	555082	пистолет
11728-16	555083	555084	и
11728-17	555085	555096	приказывает
11728-18	555097	555100	ему
11729-0	555105	555106	А
11729-1	555107	555109	ну
11729-2	555110	555117	вставай
11729-3	555118	555120	на
11729-4	555121	555132	четвереньки
11729-5	555133	555134	и
11729-6	555135	555140	ползи
11729-7	555142	555147	еврей
11729-8	555148	555159	подчиняется
11730-0	555162	555163	А
11730-1	555164	555170	теперь
